uri,author,created,text
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3lp2hm6rh7c2b,yolandadiaz.bsky.social,2025-05-13T12:15:44.119Z,"Hemos autorizado en el Gobierno destinar 2.571 M€ en Políticas Activas de Empleo en 2025.  Por primera vez priorizamos fondos para la formación en algoritmos, inteligencia artificial y prevención ante catástrofes. Seguimos mejorando el mercado laboral de nuestro país."
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3lp2e4eef6223,yolandadiaz.bsky.social,2025-05-13T11:13:11.887Z,"En un momento de guerras y de incertidumbre, la economía social es clave.  No hay economía más resiliente, solidaria, verde y feminista que esta."
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3loyx4ujny22s,yolandadiaz.bsky.social,2025-05-12T21:48:10.444Z,Las artes escénicas de nuestro país representan la diversidad y la riqueza de nuestra cultura.  Es una maravilla celebrar junto al sector en los Premios Talía. Seguiremos trabajando para avanzar en derechos para los trabajadores y trabajadoras de la cultura.
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3loylje6xok2s,yolandadiaz.bsky.social,2025-05-12T18:20:24.632Z,"Mónica, una forta abraçada, no podran parar el nostre desig de transformar la societat i millorar la vida de qui més ho necessita.   Sempre amb tu."
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3loxsi2rsyk24,yolandadiaz.bsky.social,2025-05-12T10:52:17.666Z,"Las empresas tienen que ser responsables con los derechos de las personas trabajadoras. Si contratan de forma contraria a la ley, la Inspección de Trabajo actúa.  La reforma laboral ha conseguido reducir a mínimos históricos los contratos temporales. Las empresas no pueden saltarse la norma."
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3lot5rulvhc2j,yolandadiaz.bsky.social,2025-05-10T14:31:19.188Z,"No nos vamos a levantar de la mesa hasta que el Congreso apruebe lo que la gente pide en la calle: ganar tiempo para la vida, reducir la jornada laboral."
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3losjalryrk2n,yolandadiaz.bsky.social,2025-05-10T08:23:44.688Z,"¿Por qué es necesario establecer por ley la reducción de jornada a 37,5 horas?  @manuel-lago-penas.bsky.social lo explica perfectamente aquí 👇  www.eldiario.es/opinion/trib..."
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3loqgqeo5322o,yolandadiaz.bsky.social,2025-05-09T12:33:33.395Z,Tras la reducción de la jornada laboral vienen otros muchos avances en derechos.  Os cuento cuáles son los próximos horizontes de esperanza para la gente trabajadora de nuestro país.
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3lopyj5ihz22n,yolandadiaz.bsky.social,2025-05-09T08:18:58.600Z,"Queremos una Europa de derechos, donde las personas trabajadoras vivan mejor y la libertad esté asegurada.  Frente a la internacional del odio que quiere volver a tiempos pasados, nuestra esperanza para construir un futuro verde, feminista y de defensa de los derechos humanos. Feliz día de Europa 🇪🇺"
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3loomfigvuc22,yolandadiaz.bsky.social,2025-05-08T19:09:31.202Z,Nós seguimos dicindo alto e claro: ALTRI NON.  É incomprensible que a Xunta defenda proxectos que perxudican a nosa vida e son rexeitados por todo o noso país.
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3lonztf5fis2u,yolandadiaz.bsky.social,2025-05-08T13:37:16.436Z,"Las empresas de inserción representan lo mejor de nuestro país. Hoy me he reunido con estas organizaciones y con sus trabajadores y trabajadoras.   El mensaje es claro: mejoraremos su regulación, les defenderemos en la UE y reforzaremos el cumplimiento de la contratación pública."
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3lonsx5rxec2h,yolandadiaz.bsky.social,2025-05-08T11:34:06.748Z,La solución del PP a los aranceles de Trump es más energía nuclear y menos impuestos.  Nuestro diputado Manuel Lago les deja las cosas claras.
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3lonnscppic2u,yolandadiaz.bsky.social,2025-05-08T10:01:55.429Z,Este sábado respondemos dudas y preguntas sobre la reducción de la jornada laboral.  📲Puedes dejarnos la tuya aquí: sumar.ink/dialogo10m  🔴Podéis seguirlo en este enlace a partir de las 11h youtube.com/live/uU9I2Ac...
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3lonjijamns2u,yolandadiaz.bsky.social,2025-05-08T08:44:51.765Z,Se acabó el abuso de las horas extras sin pagar.  La Inspección podrá tener acceso inmediato al registro al ser digital e interoperable.
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3lom54cmnv22j,yolandadiaz.bsky.social,2025-05-07T19:30:37.532Z,Los neoliberales piden a las personas trabajadoras italianas que no vayan a votar por sus derechos laborales.  Lo hacen porque saben lo que vale un voto y lo que vale la esperanza. Os quieren tristes. No les deis ese placer
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3lom37jmq5k2j,yolandadiaz.bsky.social,2025-05-07T18:56:38.042Z,En Italia están en juego los derechos de las personas trabajadoras. Me he reunido con Maurizio Landini para mostrarle mi apoyo en estos momentos decisivos.  La internacional reaccionaria pone en juego la Europa de derechos. Los frenaremos con avances y construyendo la internacional de la esperanza.
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3lol5g4mgks23,yolandadiaz.bsky.social,2025-05-07T10:03:27.034Z,La luz es un derecho. El suministro no puede estar en manos privadas que sigan los intereses de unos pocos.  Red Eléctrica debe ser pública cuanto antes.
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3lojnxuty5k2h,yolandadiaz.bsky.social,2025-05-06T19:54:23.262Z,"Emociona haber tenido el placer de compartir espacio, tiempo y país con un ser humano de la magnitud de Almudena Grandes.  Este documental de Azucena Rodríguez rinde homenaje a la mujer que sigue llenándonos de esperanza y alegría. Porque la alegría, como decía ella, es una forma de resistencia."
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3loiyktvhj22j,yolandadiaz.bsky.social,2025-05-06T13:31:17.475Z,Ahora los partidos tienen que demostrar qué prefieren: golpear al gobierno o mejorar la vida de más de 12 millones de personas trabajadoras.
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3loilpdkgqk22,yolandadiaz.bsky.social,2025-05-06T09:41:09.474Z,Los grandes datos de empleo demuestran que se equivocaron los que decían que la reforma laboral era mala para el país.  Se equivocarán los que hoy dicen lo mismo de la reducción de jornada.
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3loicktual225,yolandadiaz.bsky.social,2025-05-06T06:57:32.492Z,"A pesar de los buenos datos, no nos rendimos. Sabemos que queda mucho por hacer. Mientras haya una persona en paro, vamos a seguir mejorando la vida de las trabajadoras.  Seguiremos demostrando que mejorar empleo, el crecimiento económico y los derechos van de la mano."
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3loicktu6mk25,yolandadiaz.bsky.social,2025-05-06T06:57:32.491Z,"Demostramos que cuando se gobierna con voluntad, las cosas cambian. Hoy celebramos los buenos datos de empleo. Nunca antes había tanta gente trabajando en nuestro país: 21.588.639 personas.  Pero hoy también seguimos avanzando: sale del Consejo de Ministros la ley para reducir la jornada laboral."
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3loickt7tas25,yolandadiaz.bsky.social,2025-05-06T06:57:32.490Z,"Otro de los horizontes fue acabar con la temporalidad. Nos dijeron que era imposible, que era una característica endémica de nuestro mercado. Se equivocaron.  Un mes más los datos demuestran la gran transformación: el 44,5% de los nuevos contratos son indefinidos."
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3loicksebg225,yolandadiaz.bsky.social,2025-05-06T06:57:32.489Z,Desde que llegamos a @trabajogob.bsky.social tuvimos como objetivo conseguir que las mujeres y jóvenes dejasen de estar condenados a la precariedad.  Hoy podemos celebrar: ➡️El mayor descenso de paro juvenil desde 2001 ➡️El nivel más bajo de paro femenino desde 2008
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3loickreays25,yolandadiaz.bsky.social,2025-05-06T06:57:32.488Z,"Volvemos a batir récord de reducción de desempleo. En el mes de abril ha descendido en 67.420 personas, la cifra más baja desde 2008.  En el último año el paro se ha reducido en 153.782 personas, un descenso interanual del 5.8%.  Os cuento más👇"
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3logfogbqsc2u,yolandadiaz.bsky.social,2025-05-05T12:47:56.846Z,Bridgestone tiene importantes beneficios anuales. Sin embargo ha decidido hacer un ERE. Remarco mi apoyo a las personas trabajadoras que están tratando de mantener sus empleos.  Hemos cambiado las reglas del trabajo en nuestro país para que haya alternativas al despido. Tienen que cumplir la ley.
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3logehklb222u,yolandadiaz.bsky.social,2025-05-05T12:26:12.717Z,Me he reunido con responsables del Consejo General de Colegios de Educadoras y Educadores Sociales.  Los servicios públicos no pueden estar en manos de empresas privadas que no garanticen condiciones laborales dignas ni la integridad física y mental de las personas trabajadoras.
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3lo6g5atk2k2p,yolandadiaz.bsky.social,2025-05-02T08:34:56.550Z,Avanzar en el control público de la Red Eléctrica sirve para garantizar el derecho a la energía.  Merece la pena leer este artículo. cincodias.elpais.com/companias/20...
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3lo4eeso3ak27,yolandadiaz.bsky.social,2025-05-01T12:58:03.154Z,¡Viva el Primero de Mayo! ¡Viva la lucha de las personas trabajadoras!   Este va a ser el último año en el que la jornada sea de 40 horas. Vamos a reducir la jornada laboral.
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3lo3t5xc6js27,yolandadiaz.bsky.social,2025-05-01T07:49:59.531Z,"La posible fusión del BBVA y Sabadell es una mala noticia: refuerza el oligopolio y elimina competencia encareciendo y haciendo más difícil el acceso a crédito a familias y pequeñas empresas. Además, el riesgo de despidos es muy elevado.   El Gobierno tiene herramientas para frenar esta operación."
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3lo3ootlank27,yolandadiaz.bsky.social,2025-05-01T06:29:57.349Z,Feliz Primero de Mayo a todas las personas trabajadoras. Hoy salimos a las calles con la consigna de nuestros abuelos y abuelas: Ganarle tiempo a la vida.   Vamos a reducir la jornada laboral y a seguir subiendo los salarios.
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3lo22zoaxjk2c,yolandadiaz.bsky.social,2025-04-30T15:05:26.287Z,El trabajo decente siempre está en el centro de nuestras políticas. La reforma laboral ha conseguido acabar con gran parte de la precariedad de nuestro país.
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3lnzukpdr7s2l,yolandadiaz.bsky.social,2025-04-30T13:09:41.666Z,Dale tiempo a la vida🌸  Este 1º de mayo salimos a la calle sabiendo que cada vez está más cerca la reducción de la jornada laboral.
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3lnzte7pazk2l,yolandadiaz.bsky.social,2025-04-30T12:48:10.195Z,La reforma laboral consiguió transformar la realidad del trabajo en nuestro país. Nos dijeron que acabaríamos con el mercado laboral. Se equivocaron. Hemos conseguido reducir la precariedad y acabar con la temporalidad.  Creamos una Comisión de Evaluación para seguir analizando su impacto y avanzar.
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3lnz7g5hduk22,yolandadiaz.bsky.social,2025-04-30T06:51:20.101Z,"Hasta hoy, a las personas que tenían una incapacidad permanente se las despedía de forma automática. Era una vulneración flagrante de sus derechos. Hoy se recoge en el BOE esta modificación.  Los colectivos llevaban mucho tiempo señalando esta deuda. Hoy la saldamos. Hoy somos un país mejor."
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3lnxgup6ed224,yolandadiaz.bsky.social,2025-04-29T13:59:25.172Z,"Consternada pola triste nova do falecemento de tres persoas nunha vivenda de Ourense. Todo o meu agarimo a amizades, familiares e compañeiros."
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3lnx7mvq5gk2p,yolandadiaz.bsky.social,2025-04-29T11:49:45.631Z,Llevamos tiempo trasladando al debate europeo la necesidad de proteger los derechos psicosociales de las personas trabajadoras.  La precariedad tiene grave consecuencias sobre la salud mental y continuaremos avanzando hacia una mejor protección de los trabajadores y trabajadoras.
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3lnx7mvq4hc2p,yolandadiaz.bsky.social,2025-04-29T11:49:45.630Z,La crisis climática nos plantea nuevos retos de seguridad en el trabajo.  España cuenta con una legislación de vanguardia en materia climática que obliga a las empresas a la protección frente a fenómenos metereológicos adversos. Está reconocido el derecho a un permiso de hasta cuatro días.
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3lnx7mvq3i22p,yolandadiaz.bsky.social,2025-04-29T11:49:45.629Z,Uno de los puntos importantes de la declaración es que por primera vez se garantizan los derechos de las empleadas del hogar en prevención de los accidentes laborales.  La seguridad y la salud es una cuestión de género y era necesario un compromiso del Gobierno en la materia.
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3lnx7mtzldk2p,yolandadiaz.bsky.social,2025-04-29T11:49:45.628Z,Hoy en el Gobierno hemos aprobado una declaración institucional con motivo del Día Mundial de la seguridad y salud en el trabajo.  En 2024 murieron 796 personas en el trabajo. Es inadmisible y tenemos que poner solución. No hay trabajo decente sin seguridad.
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3lnwt7id4gk26,yolandadiaz.bsky.social,2025-04-29T08:07:32.246Z,"Una vez más hemos demostrado que la ciudadanía está a la altura. La solidaridad, el cariño y el estar a la altura de las circunstancias ha sido clave.  Quiero recordar que si no puedes acceder o desempeñar tu labor correctamente, tienes derecho a un permiso retribuido.  Orgullo de país."
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3lnwt7icxkc26,yolandadiaz.bsky.social,2025-04-29T08:07:32.245Z,"España va recuperando la normalidad. Agradezco a todas las personas trabajadoras que han estado sin descanso para que hoy amanezcamos con luz.  El 99% del suministro eléctrico está restablecido, el servicio ferroviario avanza hacia la normalidad y muchos centros de trabajo ya están recuperándose."
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3lnvnzd3p3k24,yolandadiaz.bsky.social,2025-04-28T21:01:55.163Z,"Frente a las dificultades para trabajar por el contexto actual, ningún trabajador o trabajadora quedará desprotegido. El Gobierno garantizará sus derechos y retribuciones."
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3lnvnzd3n5224,yolandadiaz.bsky.social,2025-04-28T21:01:55.162Z,Tu salario y tus derechos laborales no se verán afectados si no puedes acceder a tu puesto o trabajar por causas externas. Lo garantiza el Estatuto de los Trabajadores. El Gobierno está contigo.
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3lnvnzd3l6k24,yolandadiaz.bsky.social,2025-04-28T21:01:55.161Z,"Si no puedes ir al trabajo por problemas de transporte o por recomendaciones oficiales, tus derechos están protegidos. También si no puedes trabajar por cortes de suministro o problemas de conectividad."
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3lnvnzbebnk24,yolandadiaz.bsky.social,2025-04-28T21:01:55.160Z,El Gobierno quiere trasladar un mensaje de tranquilidad a los trabajadores y trabajadoras.  Sus derechos laborales están protegidos ante cualquier dificultad para acudir o desempeñar su trabajo por causas ajenas a su voluntad.
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3lnucotww5k2m,yolandadiaz.bsky.social,2025-04-28T08:06:34.663Z,Sigo con atención las graves noticias que llegan desde una planta de reciclaje de baterías en Girona. La Inspección ya está analizando lo ocurrido.  Nadie debe perder la vida en el trabajo. Mando mi cariño a familiares y compañeros de la persona fallecida y la pronta recuperación de los heridos.
at://did:plc:zfx7buwh3bdf3nneuh5or3ns/app.bsky.feed.post/3lnu7ovhr4c2m,yolandadiaz.bsky.social,2025-04-28T07:12:55.026Z,"En el siglo XXI nadie debe morir trabajando. Por eso estamos avanzando, junto a los agentes sociales, en una reforma de la Ley de Prevención de Riesgos Laborales.  Hoy, Día mundial de la Salud en el trabajo, recordamos que la seguridad laboral es la base de la dignidad de un país."
